SMILES_RepeatUnit_1,SMILES_Monomer_0,MD,RepeatUnit_1_MFF_GPR,RepeatUnit_1_MFF_Lasso,RepeatUnit_1_MFF_RF,RepeatUnit_1_MFF_SVM,RepeatUnit_1_MFF_DNN,RepeatUnit_1_MFF_CNN,RepeatUnit_1_MF_GPR,RepeatUnit_1_MF_Lasso,RepeatUnit_1_MF_RF,RepeatUnit_1_MF_SVM,RepeatUnit_1_MF_DNN,RepeatUnit_1_MF_CNN,RepeatUnit_1_ME_GPR,RepeatUnit_1_ME_Lasso,RepeatUnit_1_ME_RF,RepeatUnit_1_ME_SVM,RepeatUnit_1_ME_DNN,RepeatUnit_1_ME_CNN,RepeatUnit_1_Descriptor_GPR,RepeatUnit_1_Descriptor_Lasso,RepeatUnit_1_Descriptor_RF,RepeatUnit_1_Descriptor_SVM,RepeatUnit_1_Descriptor_DNN,RepeatUnit_1_Descriptor_CNN,Polymerized_16_ME_GPR,Polymerized_16_ME_Lasso,Polymerized_16_ME_RF,Polymerized_16_ME_SVM,Polymerized_16_ME_DNN,Polymerized_16_ME_CNN,Polymerized_16_Descriptor_GPR,Polymerized_16_Descriptor_Lasso,Polymerized_16_Descriptor_RF,Polymerized_16_Descriptor_SVM,Polymerized_16_Descriptor_DNN,Polymerized_16_Descriptor_CNN,Polymerized_16_MFF_GPR,Polymerized_16_MFF_Lasso,Polymerized_16_MFF_RF,Polymerized_16_MFF_SVM,Polymerized_16_MFF_DNN,Polymerized_16_MFF_CNN,Polymerized_16_MF_GPR,Polymerized_16_MF_Lasso,Polymerized_16_MF_RF,Polymerized_16_MF_SVM,Polymerized_16_MF_DNN,Polymerized_16_MF_CNN,Monomer_0_MFF_GPR,Monomer_0_MFF_Lasso,Monomer_0_MFF_RF,Monomer_0_MFF_SVM,Monomer_0_MFF_DNN,Monomer_0_MFF_CNN,Monomer_0_MF_GPR,Monomer_0_MF_Lasso,Monomer_0_MF_RF,Monomer_0_MF_SVM,Monomer_0_MF_DNN,Monomer_0_MF_CNN,Monomer_0_ME_GPR,Monomer_0_ME_Lasso,Monomer_0_ME_RF,Monomer_0_ME_SVM,Monomer_0_ME_DNN,Monomer_0_ME_CNN,Monomer_0_Descriptor_GPR,Monomer_0_Descriptor_Lasso,Monomer_0_Descriptor_RF,Monomer_0_Descriptor_SVM,Monomer_0_Descriptor_DNN,Monomer_0_Descriptor_CNN,Monomer_0_CNN,RepeartUnit_1_CNN,Monomer_0_RNN,RepeartUnit_1_RNN,GCNN_Monomer,GCNN_RepeatUnit_1,GCNN_Polymerized_16
*Oc1ccc(cc1)S(=O)(=O)c1c2c(ccc1)c(ccc2)S(=O)(=O)c1ccc(cc1)Oc1c(cc(c(c1C)C)c1c(c(c(c(c1)C)*)C)C)C,Oc1c(C)c(C)c(cc1(C))c1c(C)c(C)c(c(C)c1)O.Fc1ccc(cc1)[S](=O)(=O)c1c2cccc(c2ccc1)[S](=O)(=O)c1ccc(cc1)F,300.6954413,301.00,232.60,237.07,245.59,249.54,239.35,226.97,189.69,215.42,184.01,187.74,180.04,307.21,295.59,277.33,283.21,294.99,299.64,278.73,219.34,249.95,212.08,276.34,244.09,261.36,290.81,263.80,274.18,327.97,260.59,268.94,236.34,239.27,207.01,254.19,237.21,275.65,224.48,222.58,222.53,257.86,219.73,240.27,189.99,213.66,180.42,204.15,182.45,248.73,219.35,247.99,226.37,247.38,228.09,205.40,164.40,193.95,171.40,169.87,163.65,301.18,325.49,281.16,333.09,340.31,308.21,280.50,243.74,261.64,229.13,262.17,273.46,345.85,301.37,263.08,244.29,273.02,284.40,257.38
*OC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCC(C*)(C)C,NC1CCC(CC2CCC(N)CC2)CC1.CC(C)(COC(=O)Cl)COC(=O)Cl,15.9792949,115.04,101.33,81.83,106.40,114.52,109.01,58.62,59.01,64.42,63.36,67.48,92.82,126.71,53.17,107.01,60.48,92.06,132.19,156.55,120.76,91.40,84.48,130.20,123.00,122.29,43.17,108.75,49.41,60.46,115.94,148.60,126.24,103.65,83.58,111.58,140.81,128.76,103.13,67.77,115.86,134.85,105.00,69.72,66.19,81.46,66.45,78.02,93.90,160.05,125.20,140.52,129.22,178.89,101.21,120.94,74.47,142.33,62.07,76.51,108.33,180.14,149.85,97.67,151.68,118.30,151.13,187.22,125.95,103.26,93.89,127.74,147.48,170.33,122.88,94.23,74.69,195.30,91.52,74.86
*OC(=O)NCCCCCC(=O)OCCCC*,OCCCCO.ClC(=O)CCCCCN=C=O,47.28425166,-10.51,-7.03,-21.50,-3.48,-9.09,-21.15,13.88,-17.06,12.05,-21.35,4.91,-4.33,-11.38,13.97,-6.25,13.83,-17.39,12.77,-26.48,12.71,23.04,19.48,10.47,-7.75,-8.68,18.70,1.40,23.17,-3.01,-14.10,-18.07,10.05,11.42,12.30,8.31,-5.61,-17.03,3.60,-30.48,6.91,-17.64,-22.13,11.42,-16.23,2.55,-20.81,1.59,11.09,-17.36,19.56,-10.35,14.24,-19.63,8.89,0.91,9.19,-1.03,-0.63,20.90,47.15,-11.17,26.56,9.06,19.60,-12.74,-4.54,-26.49,0.83,-4.92,11.57,2.44,-15.89,10.42,17.84,-9.44,0.63,18.29,-3.39,2.24
*N(c1c(cc(cc1)Cc1cc(c(cc1)N(C(=O)c1ccc(cc1)C(=O)*)CCC)C)C)CCC,CCCNc1ccc(Cc2ccc(NCCC)c(C)c2)cc1C.ClC(=O)c1ccc(cc1)C(=O)Cl,179.9023847,144.44,127.87,137.14,121.23,140.61,155.52,142.35,168.87,114.41,154.63,137.43,165.06,176.50,126.87,105.51,135.15,154.52,167.25,146.92,152.97,141.85,151.34,154.74,170.75,163.10,105.53,112.26,90.67,185.52,133.96,178.78,153.75,145.73,146.33,151.69,140.65,148.39,135.92,123.59,128.96,184.52,174.03,136.82,170.86,124.76,159.38,164.16,172.15,160.66,146.05,110.16,136.37,205.45,159.68,166.29,161.80,141.49,152.93,170.94,161.74,171.08,157.56,128.39,147.41,144.85,168.01,221.57,132.72,135.37,138.26,134.72,149.53,280.94,177.31,166.55,248.33,175.29,124.51,124.20
*Nc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)C(CCSC)N1C(=O)c2c(C1=O)cccc2)C(=O)*,[H][C@](CCSC)(C(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1)n3c(=O)c2ccccc2c3=O.Nc1ccc(N)cc1,230.3191562,204.13,184.85,217.93,194.70,181.45,213.71,224.74,219.77,235.14,230.38,226.54,240.69,182.43,159.54,204.87,154.23,177.21,207.37,210.37,205.17,205.29,205.11,227.24,212.17,184.31,143.38,208.95,122.34,191.65,181.92,197.17,209.00,200.41,209.89,195.50,215.16,223.03,186.71,215.75,197.36,200.40,220.47,229.99,219.41,237.13,225.04,220.00,259.96,251.10,242.64,262.41,244.19,229.48,256.08,221.72,248.90,252.32,265.61,238.13,240.29,213.09,190.55,217.79,188.69,209.23,223.50,230.83,217.13,220.10,206.43,214.87,225.44,182.29,267.11,154.25,260.85,227.48,236.83,250.19
*N(c1c(cc(cc1)Cc1cc(c(cc1)N(C(=O)c1ccc(cc1)C(=O)*)C)C)C)C,CNc1ccc(Cc2ccc(NC)c(C)c2)cc1C.ClC(=O)c1ccc(cc1)C(=O)Cl,167.9642319,191.20,166.42,233.41,160.21,191.19,195.60,142.92,170.38,113.71,160.93,151.06,167.06,201.20,172.00,202.56,164.99,223.59,223.56,174.50,186.36,186.91,178.33,204.30,219.81,194.56,158.31,204.39,146.54,222.84,184.64,209.98,191.12,196.53,163.77,191.11,195.98,190.13,172.74,247.32,169.53,190.82,201.92,141.45,171.09,125.11,163.69,170.73,175.44,204.12,167.92,184.00,162.93,211.14,185.04,172.47,160.49,141.46,148.56,168.12,157.80,173.99,154.98,187.61,157.58,191.16,184.80,259.66,157.69,152.53,155.89,160.52,174.76,262.60,178.76,217.64,267.90,228.13,188.27,209.26
*OC(=O)CCCCCCC(=O)OCCc1ccc(cc1)N1ON1c1ccc(cc1)CC*,OCCc1ccc([N+]([O-])=Nc2ccc(CCO)cc2)cc1.OC(=O)CCCCCCC(=O)O,17.91289325,22.98,5.44,44.30,2.91,22.28,18.05,38.10,-9.28,42.51,-10.81,43.26,4.46,11.81,46.06,37.27,46.60,21.03,38.81,12.27,87.37,47.09,84.03,51.70,33.63,23.43,57.63,29.94,54.14,36.14,48.14,14.72,63.36,50.59,75.54,59.79,35.36,29.36,31.61,48.08,30.86,-18.63,35.63,48.17,-13.28,43.54,-10.84,-10.67,12.36,25.57,23.62,45.87,26.92,8.65,39.48,31.82,29.49,44.19,26.95,33.43,18.74,50.17,16.79,63.54,47.60,18.75,9.65,22.43,61.52,46.92,65.42,53.81,27.84,70.70,16.19,35.81,63.01,-9.07,1.37,-0.53
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F,Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F.ClC(=O)c1ccc(cc1)C(=O)Cl,150.9011854,184.21,151.13,197.12,143.39,176.25,162.71,174.93,157.14,175.52,156.13,174.06,167.68,182.45,174.25,169.24,172.19,167.69,176.40,177.71,166.12,161.59,157.42,145.56,166.92,190.32,159.87,171.27,153.46,127.36,141.29,193.33,159.96,162.34,153.57,146.89,144.89,191.85,139.45,174.22,135.10,179.50,159.42,184.39,152.41,176.15,151.72,157.78,169.55,194.94,178.51,181.74,168.36,196.16,200.70,165.89,180.99,179.62,186.42,185.03,209.35,195.88,178.20,191.61,180.30,203.97,201.87,199.60,155.71,164.51,153.43,162.25,177.53,213.84,230.02,178.14,146.60,222.62,214.69,166.47
*c1ccc2[nH]c3c(c2c1)cc(cc3)*,,246.5898577,261.46,203.40,208.55,193.75,244.72,210.60,221.83,184.50,186.67,187.62,181.26,175.81,317.82,212.72,241.83,212.57,249.78,261.59,301.69,202.31,213.84,166.95,230.78,264.07,320.01,177.23,241.96,176.08,186.84,268.47,315.67,219.76,257.65,187.32,258.28,275.66,238.53,181.65,209.16,172.31,236.10,189.62,291.13,214.82,254.95,220.20,236.09,236.99,,,,,,,,,,,,,,,,,,,,,,,,,,185.42,,266.11,,256.80,289.29
*C(C*)C(=O)NCCCC,CCCCNC(=O)C=C,-84.72234668,44.10,64.53,39.86,70.92,40.65,44.39,68.34,50.09,72.70,47.45,74.44,33.71,42.82,59.72,26.28,59.51,66.46,77.39,64.35,23.36,55.22,33.14,33.54,42.19,36.62,56.50,75.18,56.86,61.96,34.50,75.22,37.16,86.03,43.80,26.12,46.17,40.13,69.25,37.36,74.28,56.30,51.69,60.23,55.77,82.13,50.65,66.33,62.91,40.62,50.23,51.63,55.28,43.14,52.17,49.04,49.00,90.18,40.98,54.40,49.46,23.93,60.94,-12.90,57.37,49.42,22.05,34.80,40.87,35.86,41.67,51.31,39.24,8.32,39.39,58.34,10.36,44.75,54.82,35.94
*C(=C*)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)OCC(CCCCCC)F,C#CCCCCCCCCCCOc1ccc(cc1)c2ccc(cc2)OCC(F)CCCCCC,27.34580481,48.08,23.09,16.30,16.37,66.76,30.99,80.05,47.69,62.62,39.40,52.31,66.88,88.49,33.29,39.95,34.70,33.18,57.95,4.61,31.74,42.78,44.88,26.57,17.20,73.61,44.02,47.32,2.29,36.96,25.24,35.88,21.98,43.02,47.41,37.62,13.57,46.98,11.84,15.45,19.90,25.22,25.06,67.75,37.62,53.37,30.12,35.40,46.87,46.31,21.32,33.71,14.71,62.65,71.89,74.91,71.19,53.00,44.94,72.32,77.53,48.92,29.78,45.63,29.60,22.10,59.33,28.39,47.18,69.63,54.84,37.84,44.27,52.99,30.02,14.26,67.93,36.36,27.00,21.84
*NC(=O)NCCCCNC(=O)NCCCCCC*,NCCCCN.O=C=NCCCCCCN=C=O,60.10434296,94.86,69.54,62.66,87.16,82.76,56.79,88.28,52.94,72.63,49.15,61.10,65.30,70.17,50.37,52.20,56.90,65.06,108.68,88.03,71.34,39.32,74.98,66.75,91.14,75.42,67.58,68.59,66.74,66.27,75.41,60.14,70.56,50.39,71.74,53.84,66.50,81.44,54.21,62.71,69.63,60.44,57.04,90.62,56.46,83.20,51.92,62.30,70.69,85.37,65.00,55.64,70.84,79.47,60.69,69.26,66.44,58.18,62.40,60.93,69.69,75.60,78.36,53.87,80.97,64.54,82.54,87.11,39.40,54.95,60.00,17.21,39.54,66.13,55.68,67.61,49.00,53.83,86.87,81.18
*Oc1ccc(cc1)C(=Cc1ccc(cc1)OC(=O)OCCCCCOC(=O)*)C,,39.38257392,58.90,72.24,54.92,65.25,29.66,46.92,8.42,44.31,36.05,36.59,40.27,63.44,52.18,98.39,46.17,103.05,56.64,65.85,39.38,100.14,55.27,93.41,53.73,58.27,45.85,76.66,46.48,80.74,40.24,40.23,21.75,109.12,51.98,93.31,69.34,54.15,54.31,61.94,53.86,58.73,34.09,50.07,24.36,42.30,40.98,37.16,25.01,52.03,,,,,,,,,,,,,,,,,,,,,,,,,,88.11,,70.14,,51.36,47.90
*N1CCN(CC1)C(=O)CCN1CCN(CC1)CCC(=O)*,C=CC(=O)N1CCN(CC1)C(=O)C=C.C1CNCCN1,40.58060093,90.71,98.81,100.73,89.55,120.83,89.59,109.97,123.55,70.24,116.87,131.95,151.85,68.03,55.45,63.90,16.31,44.56,100.19,27.36,99.12,118.77,86.00,106.38,120.71,84.33,67.81,57.46,77.96,119.95,85.42,48.14,108.03,134.86,84.50,114.96,121.75,72.80,94.11,77.86,98.64,58.24,75.54,110.92,118.71,66.35,117.12,115.14,130.44,116.09,44.80,58.76,57.89,93.20,59.51,108.59,68.47,65.35,71.47,63.71,40.93,148.41,74.25,102.46,101.39,216.24,115.84,191.84,67.37,100.21,70.35,60.23,86.44,162.61,96.25,193.06,120.86,110.41,34.60,30.77
*c1c(cc(cc1)C#C*)SCCCCCCCCCCCC,CCCCCCCCCCCCSc1cc(C#C)ccc1C#C.CCCCCCCCCCCCSc1cc(Br)ccc1Br,53.41644401,8.70,68.99,5.64,67.09,23.68,30.66,21.61,60.36,37.96,65.34,16.98,46.52,4.91,59.28,39.06,53.03,-8.13,20.78,4.07,36.70,43.27,27.23,13.49,19.91,-9.99,57.82,35.33,48.55,14.18,0.21,25.42,33.98,20.28,35.85,21.43,4.34,11.19,70.11,10.17,69.91,14.00,27.66,13.11,58.56,38.05,64.21,54.33,52.77,53.74,71.90,38.75,68.98,78.67,67.78,83.95,67.33,51.35,52.97,66.49,73.12,32.21,71.05,60.99,64.29,40.06,84.78,60.66,22.81,80.88,37.80,29.88,41.81,77.75,4.42,9.10,43.25,64.76,45.92,26.66
*OC(=O)Nc1cc(ccc1)C(=O)OCCCCCCCCCC*,OCCCCCCCCCCO.ClC(=O)c1cccc(N=C=O)c1,45.09440244,21.53,21.17,33.66,28.10,35.15,25.22,47.60,20.21,35.58,44.38,52.46,66.68,30.48,39.51,30.29,35.84,21.00,56.14,24.49,54.98,35.05,59.82,28.15,27.13,30.70,50.71,25.33,45.84,36.13,22.43,22.52,53.78,26.42,50.10,37.59,29.19,18.49,37.95,39.79,39.63,24.42,3.79,38.89,22.73,43.37,42.63,61.51,51.49,19.83,69.65,32.94,66.68,30.25,39.81,40.86,80.14,54.53,76.45,75.85,70.44,39.46,61.02,42.98,59.14,32.66,31.80,14.08,40.18,32.57,49.01,34.80,23.98,25.09,20.59,34.87,24.77,64.02,20.54,18.30
*Oc1c(cc(cc1)C(=O)*)CCCCCC,CCCCCCc1cc(ccc1O)C(=O)O,85.05865655,93.61,99.88,66.34,95.68,76.17,72.40,77.24,92.36,72.41,78.72,124.64,122.84,87.19,119.32,41.83,119.33,69.66,89.61,51.94,79.64,51.57,82.07,58.68,68.20,63.64,105.01,39.40,97.74,67.59,61.12,42.78,78.77,46.66,73.83,70.75,45.43,63.24,81.34,61.57,74.34,62.95,67.28,68.22,87.29,63.04,72.75,105.80,118.42,68.87,91.05,52.44,87.27,42.92,72.67,57.69,110.68,49.76,101.90,115.17,94.57,56.08,84.57,46.02,81.53,41.03,61.15,62.30,69.77,50.84,65.98,84.80,72.15,48.41,47.31,60.16,102.69,60.10,113.67,65.49
*Nc1ccc(cc1)NC(=O)C=CC(=O)*,,115.1255691,168.82,149.53,139.21,160.19,161.13,178.23,168.27,209.14,175.41,220.98,211.06,194.78,170.85,165.14,110.58,182.67,197.02,190.27,159.64,174.90,182.07,167.23,172.29,184.01,182.58,165.82,149.67,171.00,152.27,177.96,179.20,174.46,207.51,168.49,192.06,193.89,166.46,140.13,138.44,156.59,165.87,163.80,167.87,211.06,174.10,220.69,187.56,192.30,,,,,,,,,,,,,,,,,,,,,,,,,,185.91,,133.79,,239.33,201.79
*C(C*)(C(=O)OC(Oc1ccccc1)C)C,C=C(C)C(=O)OC(C)Oc1ccccc1,31.196908,56.89,72.89,92.50,68.31,53.89,55.99,85.51,99.92,90.60,103.07,97.36,71.97,52.23,80.35,66.35,90.80,51.49,69.89,74.69,75.67,73.16,75.08,52.75,53.87,71.76,86.46,77.09,67.99,83.11,61.62,96.20,89.74,82.74,90.66,82.37,63.70,54.14,57.75,86.23,57.22,51.20,54.58,81.97,99.89,88.93,106.88,90.75,100.07,96.82,93.06,91.82,83.20,106.67,115.08,96.34,135.04,112.60,131.21,129.97,141.41,67.93,66.61,79.71,63.83,64.08,88.67,61.18,79.47,76.79,77.83,84.10,58.28,80.35,77.15,78.18,54.94,125.81,75.16,72.50
*C(*)C,CC=[N+]=[N-],122.3867673,32.97,77.92,49.93,85.59,55.25,69.19,32.55,55.57,25.56,56.84,29.57,47.74,28.07,80.94,17.49,83.24,31.49,40.17,-21.55,-2.52,-23.95,-22.69,17.27,14.63,31.73,112.46,19.84,103.74,65.40,27.12,-47.12,-12.08,-26.98,-0.41,63.79,28.35,44.89,91.80,33.03,97.33,65.86,67.23,29.35,50.14,32.37,50.83,48.46,39.26,27.58,70.19,0.90,67.66,55.10,36.47,11.98,28.93,7.14,33.17,29.35,15.80,28.97,106.70,45.18,88.18,62.82,35.31,98.37,8.21,50.28,27.94,13.36,21.46,18.55,11.82,50.68,26.85,165.00,77.20,11.25
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2c(c3c(C(CC3)(C)C)c(c2C)*)C)cc1,Nc1c(C)c(N)c(C)c2CCC(C)(C)c12.O=C1OC(=O)c2cccc(c12)Oc2ccc1C(=O)OC(=O)c1c2,325.2939228,320.77,220.40,291.37,233.40,287.32,263.85,315.65,256.91,288.30,258.40,296.56,264.06,352.38,280.00,292.85,252.83,351.07,326.85,331.03,270.09,302.09,226.65,317.52,306.91,363.67,281.34,297.52,269.86,299.66,319.33,338.64,260.48,332.67,221.92,285.21,313.57,337.10,213.60,292.90,231.88,301.82,284.27,310.45,256.99,265.18,258.55,293.12,275.51,324.05,269.90,299.20,271.69,294.65,269.63,341.28,289.21,328.66,273.70,288.33,292.95,348.30,306.51,290.86,307.38,299.31,313.42,311.62,261.89,306.59,232.28,287.19,292.82,402.91,271.56,266.65,298.97,325.88,283.66,305.91
*Nc1ccc(cc1)C(=O)*,Nc1ccc(cc1)C(=O)O,92.05287264,150.45,137.57,124.50,141.46,152.09,154.55,164.65,190.35,162.72,192.52,182.03,176.84,177.75,162.72,136.23,166.54,156.75,187.64,173.71,170.35,167.93,148.33,164.15,184.88,180.84,144.38,140.76,143.90,109.71,187.27,182.73,164.48,171.86,151.48,187.25,194.38,166.48,126.92,160.44,138.72,172.34,164.79,305.60,215.87,294.12,215.81,226.00,253.05,161.05,142.01,115.58,141.67,178.32,180.97,284.86,232.68,259.22,240.53,246.57,252.11,187.93,141.78,134.84,142.91,157.70,188.45,216.57,171.16,129.89,148.45,162.73,174.98,90.63,195.87,128.28,156.92,249.47,256.94,240.98
*C(=C*)C,CC#C,4.023221393,85.26,109.04,73.39,111.78,94.95,91.29,148.21,108.67,193.05,100.99,92.76,106.57,79.61,104.18,21.82,114.44,66.62,83.79,4.76,70.81,14.61,37.47,63.04,54.40,49.41,57.20,71.20,81.27,-5.59,24.70,-18.98,47.30,7.53,52.31,73.66,41.63,78.11,107.01,58.58,111.49,105.62,80.12,149.40,105.24,163.47,99.13,97.84,102.71,52.19,78.35,48.85,77.51,65.80,46.10,108.34,40.41,172.27,35.72,41.17,27.33,81.43,91.76,86.46,104.49,58.67,57.36,89.01,31.45,55.18,43.50,38.01,39.54,35.58,55.39,20.29,35.92,201.09,100.83,88.91
*c1nc(nc(n1)Oc1c2c(ccc1C(=O)Oc1ccc(cc1)OC(=O)c1c(c3c(cc1)cccc3)O*)cccc2)N1CCCCC1,Oc1ccc(O)cc1.ClC(=O)c1ccc2ccccc2c1Oc3nc(N4CCCCC4)nc(n3)Oc1c2ccccc2ccc1C(=O)Cl,288.7077709,218.19,208.90,190.39,194.22,209.24,172.26,204.98,226.49,258.23,220.44,217.76,201.45,210.72,234.97,181.62,229.65,203.45,208.57,164.31,227.37,219.37,186.91,215.52,206.87,223.38,233.22,174.50,219.26,281.41,179.24,168.44,216.53,202.52,183.54,187.95,183.05,227.85,223.88,176.40,204.12,206.30,205.60,213.73,225.23,259.27,216.99,253.97,230.78,196.99,188.71,164.93,184.19,172.32,199.06,157.50,167.70,161.30,176.10,173.23,151.08,216.72,141.93,194.14,158.07,219.31,186.78,178.06,150.94,162.16,142.08,138.26,183.14,203.97,192.38,212.95,213.74,172.75,219.51,203.49
*OS(=O)(=O)c1ccc(cc1)Sc1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)*,Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3.ClS(=O)(=O)c1ccc(cc1)Sc2ccc(cc2)S(=O)(=O)Cl,157.8104834,190.69,182.94,191.56,188.15,159.25,170.34,117.50,164.33,120.43,177.35,172.77,155.63,145.83,180.64,199.93,147.05,165.55,190.34,175.43,177.86,207.12,161.15,164.95,169.59,152.55,166.61,191.40,141.20,138.52,176.31,184.62,173.72,207.96,151.44,161.09,157.21,199.87,203.14,164.03,200.22,187.57,195.07,121.01,158.95,115.17,173.59,134.05,161.12,222.30,192.37,223.89,197.61,210.83,223.41,203.07,183.17,216.03,184.03,185.53,188.14,183.35,186.59,201.56,179.01,164.19,180.55,171.35,172.55,213.55,143.91,166.67,173.72,192.88,200.67,186.97,163.62,146.59,211.01,162.94
*c1c(c(c(c(c1Cl)Cl)CC*)Cl)Cl,Cc1c(Cl)c(Cl)c(C)c(Cl)c1Cl,56.1987128,125.95,122.05,116.18,129.55,78.07,103.88,13.58,67.36,81.64,70.45,32.53,55.78,126.77,122.91,121.77,116.43,135.91,169.75,191.73,108.43,115.79,87.13,102.07,127.16,135.24,142.22,124.33,155.30,86.94,120.01,186.13,121.36,103.99,97.41,130.05,101.95,125.37,114.67,120.33,121.12,93.07,90.00,9.74,68.88,76.79,73.49,58.56,49.26,146.65,107.01,62.62,101.69,100.68,107.63,57.74,45.67,18.10,49.05,45.30,43.10,167.03,163.04,131.22,162.90,123.97,141.08,188.14,120.01,122.86,85.39,111.90,103.51,126.38,176.17,143.19,178.35,87.11,132.76,118.09
*OC(=O)c1ccc(cc1)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*,OCCCC(=O)NCCCCCCNC(=O)CCCO.COC(=O)c1ccc(cc1)C(=O)OC,60.02078862,73.44,19.80,76.26,20.29,59.06,58.03,54.22,31.88,41.13,33.24,41.53,61.93,65.74,55.11,46.20,50.53,61.00,91.15,50.36,58.67,59.07,63.01,44.86,43.97,56.30,61.18,50.16,60.25,48.53,65.12,57.82,39.43,61.07,51.27,44.70,53.72,52.16,21.78,64.89,20.56,46.59,46.33,41.30,29.48,42.25,30.15,45.81,58.68,38.42,-12.24,18.54,-2.80,46.67,30.32,54.61,20.62,42.84,20.84,22.11,4.81,45.27,45.39,44.22,41.67,45.17,52.82,31.29,35.99,37.40,36.00,26.87,18.55,67.38,34.31,43.89,31.54,86.31,75.11,29.77
*c1c(c(cc(c1)*)C=Nc1ccc(cc1)F)O,Oc1ccccc1C=Nc2ccc(F)cc2,-121.5212841,206.69,170.00,161.80,168.41,198.35,185.74,175.24,181.52,182.09,181.83,171.11,151.61,171.20,192.62,159.72,177.26,172.59,192.92,178.27,185.26,163.47,172.82,203.93,203.86,160.39,177.02,166.11,163.65,121.56,175.99,163.61,189.27,154.73,167.24,221.16,209.98,195.64,151.55,169.84,162.65,195.92,176.79,170.98,199.69,187.34,205.65,210.36,201.20,150.53,109.69,131.75,109.92,131.47,133.88,162.27,141.39,179.38,150.80,146.86,152.09,171.28,137.11,139.72,130.00,102.25,149.97,145.41,147.01,137.20,138.35,170.01,142.03,119.70,166.01,118.76,211.00,174.94,188.59,166.91
*N=C1C=CC(=NC2=CC(=O)C(=CC2=O)*)C=C1,O=C1C=CC(=O)C=C1.ClN=C1C=CC(C=C1)=NCl,212.9967182,193.40,130.25,163.39,134.02,169.30,160.68,168.08,191.97,192.04,184.76,246.27,147.08,225.89,80.69,150.79,224.42,122.00,195.25,200.68,187.83,164.06,153.41,179.81,191.82,193.75,64.64,155.80,99.12,64.33,184.46,251.88,167.02,180.63,158.93,219.14,187.00,213.01,130.96,163.18,141.49,199.79,174.32,172.09,186.80,245.55,180.50,165.74,148.99,190.13,120.38,148.66,112.11,129.92,141.21,142.13,140.26,133.57,136.80,132.21,118.81,259.54,230.00,150.77,333.91,196.69,212.10,221.39,169.34,133.95,134.20,174.74,165.41,76.35,179.26,246.56,196.52,171.26,262.96,249.95
*OC(=O)NCCSCCCCCSCCNC(=O)OCC1CCC(CC1)C*,O=C(OCC1CCC(COC(=O)N2CC2)CC1)N3CC3.SCCCCCS,77.84678315,35.88,5.32,48.05,8.48,26.86,36.47,30.58,24.16,54.88,22.33,44.92,69.20,30.39,-42.18,67.49,-27.92,-2.14,27.31,58.46,31.50,49.79,32.43,21.02,40.63,27.87,-64.59,56.28,-55.73,-3.24,23.09,37.53,34.69,65.89,26.21,31.07,55.68,20.55,-11.45,41.45,-3.07,33.25,19.02,28.86,28.48,64.14,22.09,57.72,72.92,55.14,28.30,25.24,22.22,71.67,42.94,89.18,8.06,34.61,-9.56,16.15,29.04,68.79,8.99,30.40,15.00,30.90,12.30,57.21,21.39,63.67,35.21,22.26,65.98,90.08,63.97,21.28,27.85,65.93,32.71,16.08
*OS(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)*,Oc1ccc(cc1)C2(CCCCC2)c3ccc(cc3)O.ClS(=O)(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)Cl)cc1,149.9071313,190.96,159.96,140.62,162.91,128.87,166.00,147.45,170.61,123.61,179.36,165.14,145.26,141.46,180.23,184.14,147.41,171.59,194.01,163.73,177.90,213.68,161.55,159.70,167.90,159.72,166.63,165.48,142.06,130.92,183.92,168.21,169.92,212.08,149.45,156.26,160.45,190.60,182.47,133.96,178.85,168.44,185.07,147.60,170.03,147.63,179.62,125.87,155.09,201.32,167.93,207.10,170.82,195.54,199.54,199.78,179.49,181.17,175.04,177.76,183.37,192.73,185.44,175.66,181.02,159.65,176.64,165.30,168.23,191.94,135.97,153.26,168.15,180.93,199.43,182.49,154.00,155.52,205.94,162.10
